"","abstract","yearsActive","genre","recordLabel","instrument","occupation","yearsActive_first"
"Herlin_Riley","Herlin Riley (born February 15, 1957) is an American jazz drummer and a member of the Lincoln Center Jazz Orchestra led by Wynton Marsalis. A native of New Orleans, Riley started on the drums when he was three. He played trumpet through high school, but he went back to drums in college. After graduating, he spent three years as a member of a band led by Ahmad Jamal. He has worked often with Wynton Marsalis as a member of the Jazz at Lincoln Center Orchestra and of Marsalis's small groups. He has also worked with George Benson, Harry Connick, Jr., and Marcus Roberts. Riley played a large part in developing the drum parts for Wynton Marsalis's Pulitzer Prize_winning album, Blood on the Fields. He is a lecturer in percussion for the jazz studies program at the Bienen School of Music at Northwestern University in Evanston, Illinois. ","1984","Jazz","Criss_Cross_Jazz,Mack_Avenue_Records","Drums ","Musician ",1984
"Gerald_Clayton","Gerald William Clayton (born May 11, 1984) is a Dutch_born American jazz pianist and composer. ","","Jazz","Concord_Records,Verve_Records,Motéma_Music,ArtistShare","Piano ","Musician ",
"Jacky_Terrasson","Jacky Terrasson (born November 27, 1965) is a French jazz pianist and composer. ","1990","Jazz","Blue_Note_Records,Impulse!_Records","Piano ","Musician, composer ",1990
"Cameron_Brown_(musician)","Cameron Langdon Brown (born December 21, 1945) is an American jazz double bassist known for his association with the Don Pullen/George Adams Quartet. ","","Jazz","","Double_bass","Musician ",
"Roger_Humphries","Roger Humphries (born January 30, 1944) is an American jazz drummer. Born into a family of ten children in Pittsburgh, Pennsylvania, Humphries began playing drums at age four, and went professional at age 14. He led an ensemble at Carnegie Hall at age 16. Early in the 1960s, he began touring with jazz musicians; one of his more prominent gigs was in a trio with Stanley Turrentine and Shirley Scott in 1962. In 1964, he worked with Horace Silver, appearing on the album Song for My Father, where he played on four tracks, including the title tune. (On the same album Roy Brooks played on two tracks from a session recorded a year earlier). Following this Humphries drummed for Ray Charles. Humphries's list of credits in jazz, R&B, and pop is extensive. Musicians he has played with, in addition to the above, include Lee Morgan, Grant Green, Billy Taylor, Bill Doggett, Benny Green, Lionel Hampton, Coleman Hawkins, Barry Harris, Clark Terry, J. J. Johnson, Billy Preston, Joe Henderson, Freddie Hubbard, Dizzy Gillespie, Jack McDuff, Gene Harris, , George Benson, Jon Faddis, Slide Hampton, Johnny Griffin, Herbie Mann, Randy Brecker, Joe Williams, Milt Jackson, Jimmy Witherspoon, Hubert Laws, Dwayne Dolphin, Isley Brothers, and Illinois Jacquet. Humphries led his own band in the early 1970s, R.H. Factor, and led ensembles under other names into the 1990s. He has also held teaching positions at the University of Pittsburgh and the Pittsburgh High School for the Creative and Performing Arts. He released albums under his own name in 1993, 2003, and 2011. ","","Jazz","","Drums ","Musician ",
"Harry_Connick_Jr.","Joseph Harry Fowler Connick Jr. (born September 11, 1967) is an American singer, pianist, composer, actor, and television host. He has sold over 28 million albums worldwide. Connick is ranked among the top 60 best_selling male artists in the United States by the Recording Industry Association of America, with 16 million in certified sales. He has had seven top 20 US albums, and ten number_one US jazz albums, earning more number_one albums than any other artist in US jazz chart history. Connick's best_selling album in the United States is his Christmas album When My Heart Finds Christmas (1993). His highest_charting album is his release Only You (2004), which reached No. 5 in the US and No. 6 in Britain. He has won three Grammy Awards and two Emmy Awards. He played Leo Markus, the husband of Grace Adler (played by Debra Messing) on the NBC sitcom Will & Grace from 2002 to 2006. Connick began his acting career as a tail gunner in the World War II film Memphis Belle (1990). He played a serial killer in Copycat (1995) before being cast as a fighter pilot in the blockbuster Independence Day (1996). Connick's first role as a leading man was in Hope Floats (1998) with Sandra Bullock. His first thriller film since Copycat was Basic (2003) with John Travolta. Additionally, he played a violent ex_husband in Bug, before two romantic comedies, P.S. I Love You (2007), and the leading man in New in Town (2009) with Renée Zellweger. In 2011, he appeared in the family film Dolphin Tale as Dr. Clay Haskett and in its 2014 sequel. ","1977","","","","",1977
"Milt_Jackson","Milton ""Bags"" Jackson (January 1, 1923 ??October 9, 1999) was an American jazz vibraphonist, usually thought of as a bebop player, although he performed in several jazz idioms. He is especially remembered for his cool swinging solos as a member of the Modern Jazz Quartet and his penchant for collaborating with hard bop and post_bop players. A very expressive player, Jackson differentiated himself from other vibraphonists in his attention to variations on harmonics and rhythm. He was particularly fond of the twelve_bar blues at slow tempos. He preferred to set the vibraphone's oscillator to a low 3.3 revolutions per second (as opposed to Lionel Hampton's speed of 10 revolutions per second) for a more subtle tremolo. On occasion, Jackson sang and played piano professionally. ","","Post_bop,Afro_Cuban_jazz,Modal_jazz,Hard_bop,Mainstream_jazz  ","Apple_Records,Prestige_Records,Atlantic_Records,CTI_Records,Impulse!_Records","Piano,Vibraphone  ","Musician   ,bandleader ,composer ,soloist ",
"Ellis_Marsalis_Jr.","Ellis Louis Marsalis Jr. (November 14, 1934 ??April 1, 2020) was an American jazz pianist and educator. Active since the late 1940s, Marsalis came to greater attention in the 1980s and 1990s as the patriarch of the musical Marsalis family, when sons Branford and Wynton became popular musicians. ","1949","Jazz, classical ","Columbia_Records,Sony_Music,Blue_Note_Records","Piano ","Musician, educator ",1949
"Damion_Reid","Damion Reid (born June 16, 1979) is an American drummer. Critics have praised his ""controlled fury"" and ""microscopically complex beats."" ","","Hip_hop,Jazz,Rock_music,Rhythm_and_blues","","Drums ","Musician ",
"Ali_Shaheed_Muhammad","Ali Shaheed Muhammad (born August 11, 1970) is an American hip hop DJ, record producer, and rapper, best known as a member of A Tribe Called Quest. With Q_Tip and Phife Dawg (and sometimes Jarobi White), the group released five studio albums from 1990 to 1998 before disbanding; their final album was released in 2016. A native of Brooklyn, New York City, Muhammad currently lives in Los Angeles. ","1985","Jazz,Soul_music,Hip_hop_music","","Turntablism,Singing,Bass_guitar,Drum,Guitar,Percussion_instrument,Keyboard_instrument","Disc_jockey,Rapping,Record_producer",1985
"Grant_Green","Grant Green (June 6, 1935 ??January 31, 1979) was an American jazz guitarist and composer. Recording prolifically for Blue Note Records as both leader and sideman, Green performed in the hard bop, soul jazz, bebop, and Latin_tinged idioms throughout his career. Critics Michael Erlewine and Ron Wynn write, ""A severely underrated player during his lifetime, Grant Green is one of the great unsung heroes of jazz guitar ... Green's playing is immediately recognizable ??perhaps more than any other guitarist."" Critic Dave Hunter described his sound as ""lithe, loose, slightly bluesy and righteously groovy"". He often performed in an organ trio, a small group with an organ and drummer. Apart from guitarist Charlie Christian, Green's primary influences were saxophonists, particularly Charlie Parker, and his approach was therefore almost exclusively linear rather than chordal. He thus rarely played rhythm guitar except as a sideman on albums led by other musicians. The simplicity and immediacy of Green's playing, which tended to avoid chromaticism, derived from his early work playing rhythm and blues and, although he achieved a synthesis of this style with bop, he was a skilled blues and funk guitarist and returned to this style in his later career. ","1959, 1978","Jazz   ,jazz_funk ,bebop ,hard bop ,jazz blues ,soul jazz ","Blue_Note_Records","Guitar ","Musician   ,songwriter ",1959
"D'Angelo","Michael Eugene Archer (born February 11, 1974), better known by his stage name D'Angelo (/di?ænd??lo?/), is an American singer, songwriter, multi_instrumentalist and record producer. He is associated with the neo soul movement, along with artists like Erykah Badu, Lauryn Hill, Maxwell, and collaborator Angie Stone. The son of a Pentecostal minister in Richmond, Virginia, D'Angelo taught himself piano as a child. At eighteen, he won the amateur talent competition at the Apollo Theater in Harlem three weeks in a row. After a brief affiliation with hip_hop group I.D.U., his first major success came in 1994 as the co_writer and co_producer of the song ""U Will Know"". His debut solo album, Brown Sugar (1995), received widespread acclaim and sold over two million copies. His next album, Voodoo (2000), debuted at number one on the US Billboard 200. Its lead single ""Untitled (How Does It Feel)"", entered the R&B charts and won a Grammy Award for Best Male R&B Vocal Performance; likewise, Voodoo won Best R&B Album. Following this period, D'Angelo became increasingly uncomfortable with his growing status as a sex symbol. This was followed by numerous personal struggles including alcoholism, and a fourteen_year long musical hiatus. D'Angelo released his third studio album, Black Messiah, in December 2014. The album was met with critical acclaim and fared well on music charts, peaking at number five on the US Billboard 200. The same year, D'Angelo was hailed as the next Marvin Gaye by GQ. D'Angelo also contributed to the soundtrack for the 2018 video game Red Dead Redemption 2 performing the song ""Unshaken"". ","1991","Funk,Hip_hop_soul,Neo_soul,Progressive_soul,Contemporary_R&B  ","RCA_Records,Virgin_Records,EMI_Records",",Vocals ,drums ,guitar ,percussion ,piano ,bass ,keyboards ,organ ","Singer   ,multi_instrumentalist ,record producer ,songwriter ",1991
